Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Kvinder;Ledelse inddrager medarbejderne i beslutninger vedrørende sikkerhed;Sikkerhed på arbejdspladsen;2018;Score;"Spørgsmål: Ledelsen inddrager medarbejderne i beslutninger vedrørende sikkerhed

- 1. Meget uenig
- 2. Uenig
- 3. Enig
- 4. Meget enig
- 5. Ikke relevant

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ikke relevant' (svarkategori 5), er ikke taget med i beregningerne.";15627;-1,752479732;;;;58,579624622;2,928981231
Mænd, 55 - 64 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";5110;-16,727994740;;;;36,994524143;36,994524143
Mænd, 55 - 64 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";5100;-8,064526084;;;;5,362731251;5,362731251
Mænd, 45 - 54 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";5399;-3,402374448;;;;33,572095612;33,572095612
Mænd, 45 - 54 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";5393;5,773808376;;;;4,972062219;4,972062219
Mænd, 35 - 44 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";3537;15,507008312;;;;28,715585398;28,715585398
Mænd, 35 - 44 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";3535;18,274195569;;;;4,619164682;4,619164682
Mænd, 25 - 34 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";1913;52,866837977;;;;19,120433791;19,120433791
Mænd, 25 - 34 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";1908;53,993041767;;;;3,610788487;3,610788487
Mænd, 18 - 24 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";611;53,449735862;;;;18,970727713;18,970727713
Mænd, 18 - 24 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";609;46,101942083;;;;3,833561558;3,833561558
Mænd;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";16570;15,589349352;;;;28,694437690;28,694437690
Mænd;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";16545;19,889494251;;;;4,573563300;4,573563300
Kvinder, 55 - 64 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";5630;-46,550264138;;;;44,653798789;44,653798789
Kvinder, 55 - 64 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";5621;-38,818562847;;;;6,230946265;6,230946265
Kvinder, 45 - 54 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";6444;-31,132504098;;;;40,694044519;40,694044519
Kvinder, 45 - 54 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";6433;-17,982722595;;;;5,642731147;5,642731147
Kvinder, 35 - 44 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";4308;-5,262891935;;;;34,049933640;34,049933640
Kvinder, 35 - 44 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";4295;-11,889819037;;;;5,470722823;5,470722823
Kvinder, 25 - 34 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";2328;13,912854983;;;;29,125012930;29,125012930
Kvinder, 25 - 34 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";2322;-46,006958233;;;;6,433881341;6,433881341
Kvinder, 18 - 24 år;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";658;11,891168749;;;;29,644244043;29,644244043
Kvinder, 18 - 24 år;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";657;51,225810573;;;;3,688909993;3,688909993
Kvinder;Smerter flere gange ugentligt;Smerter;2018;Andel (%);"Spørgsmål: Hvor ofte har du haft smerter indenfor de seneste tre måneder?

-Slet ikke
-Enkelte gange
-Et par gange om måneden
-Flere gange om ugen
-Dagligt

I resultaterne præsenteres andel (%) med smerter flere gange ugentligt eller dagligt (svarkategori 4-5).";19368;-15,589349352;;;;36,702085039;36,702085039
Kvinder;Begrænset i arbejdet pga. smerter;Smerter;2018;Andel (%);"Spørgsmål: Har du på grund af smerter været begrænset på dit arbejde indenfor de sidste tre måneder?

-Nej
-Ja, lidt
-Ja, en del
-Ja, meget

I resultaterne præsenteres andel (%) som havde smerter - minimum enkelte gange indenfor de sidste 3 måneder - der var begrænsende 'en del' eller 'meget' i deres arbejde indenfor samme periode (svarkategori 3-4).";19328;-19,889494251;;;;5,696561082;5,696561082
Mænd, 55 - 64 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";5142;-18,291116695;;;;19,700528692;19,700528692
Mænd, 55 - 64 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";5134;-23,322249011;;;;10,794005120;10,794005120
Mænd, 55 - 64 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5141;9,340504550;;;;15,393708729;15,393708729
Mænd, 55 - 64 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5141;49,508839626;;;;43,722204091;43,722204091
Mænd, 45 - 54 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";5440;-24,133701784;;;;20,810939826;20,810939826
Mænd, 45 - 54 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";5439;-33,265028434;;;;12,177108381;12,177108381
Mænd, 45 - 54 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5446;0,731885487;;;;16,827052643;16,827052643
Mænd, 45 - 54 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5448;26,141959323;;;;48,874388747;48,874388747
Mænd, 35 - 44 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";3609;-31,251238662;;;;22,163661622;22,163661622
Mænd, 35 - 44 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";3603;-39,912502475;;;;13,101813901;13,101813901
Mænd, 35 - 44 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";3608;-6,941779366;;;;18,104725720;18,104725720
Mænd, 35 - 44 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";3609;4,878984360;;;;53,562681404;53,562681404
Mænd, 25 - 34 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";1959;-32,070143898;;;;22,319298464;22,319298464
Mænd, 25 - 34 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";1955;-39,767875135;;;;13,081695327;13,081695327
Mænd, 25 - 34 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";1963;-22,693077278;;;;20,727332995;20,727332995
Mænd, 25 - 34 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";1965;-3,252966816;;;;55,355702703;55,355702703
Mænd, 18 - 24 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";627;-62,841686989;;;;28,167576844;28,167576844
Mænd, 18 - 24 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";627;-58,137374797;;;;15,637008464;15,637008464
Mænd, 18 - 24 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";629;-75,930566160;;;;29,591429557;29,591429557
Mænd, 18 - 24 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";629;30,904497780;;;;47,824292318;47,824292318
Mænd;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";16777;-30,122015773;;;;21,949047431;21,949047431
Mænd;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";16758;-36,728791754;;;;12,658939682;12,658939682
Mænd;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";16787;-11,782897736;;;;18,910776899;18,910776899
Mænd;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";16792;19,864703752;;;;50,258466527;50,258466527
Kvinder, 55 - 64 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";5678;37,158313011;;;;9,162100379;9,162100379
Kvinder, 55 - 64 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";5680;41,862625203;;;;1,726378430;1,726378430
Kvinder, 55 - 64 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5682;24,069433840;;;;12,941326879;12,941326879
Kvinder, 55 - 64 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5679;8,144273041;;;;52,842714937;52,842714937
Kvinder, 45 - 54 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";6509;31,629779470;;;;10,212824520;10,212824520
Kvinder, 45 - 54 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";6504;41,135148072;;;;1,827575082;1,827575082
